news_type,true,fav,important,familiar,demrep_c,concordant,age,gender,income,social_conserv,economic_conserv,y,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_5,ethnicity_6
2,3,2,2,1,2,5,32,0,0,2,2,1,1,1,0,0,0,0
2,4,2,5,1,2,5,32,0,0,2,2,1,1,1,0,0,0,0
2,2,3,4,1,2,4,32,0,0,2,2,0,1,1,0,0,0,0
2,4,1,4,1,2,6,32,0,0,2,2,1,1,1,0,0,0,0
2,4,2,4,1,2,5,32,0,0,2,2,1,1,1,0,0,0,0
1,3,6,6,1,2,1,43,1,0,2,1,1,1,0,0,0,0,0
1,1,3,6,1,2,4,43,1,0,2,1,0,1,0,0,0,0,0
1,1,1,1,1,2,6,43,1,0,2,1,1,1,0,0,0,0,0
1,5,4,3,1,2,3,43,1,0,2,1,0,1,0,0,0,0,0
1,3,6,6,1,2,1,43,1,0,2,1,0,1,0,0,0,0,0
1,2,5,2,1,2,2,43,1,0,2,1,0,1,0,0,0,0,0
0,5,3,6,1,2,4,43,1,0,2,1,0,1,0,0,0,0,0
0,2,4,1,1,2,3,43,1,0,2,1,0,1,0,0,0,0,0
0,1,4,6,1,2,3,43,1,0,2,1,0,1,0,0,0,0,0
0,1,6,6,1,2,1,43,1,0,2,1,0,1,0,0,0,0,0
0,5,5,5,1,2,2,43,1,0,2,1,0,1,0,0,0,0,0
0,1,6,1,1,2,1,43,1,0,2,1,0,1,0,0,0,0,0
0,6,4,3,1,2,3,43,1,0,2,1,0,1,0,0,0,0,0
2,1,2,5,1,2,5,43,1,0,2,1,0,1,0,0,0,0,0
2,2,3,6,1,2,4,43,1,0,2,1,0,1,0,0,0,0,0
2,6,1,5,1,2,6,43,1,0,2,1,0,1,0,0,0,0,0
2,4,6,4,1,2,1,43,1,0,2,1,0,1,0,0,0,0,0
2,1,3,6,1,2,4,43,1,0,2,1,0,1,0,0,0,0,0
1,1,3,2,1,6,3,30,1,1,5,5,1,1,0,0,0,0,0
1,2,1,5,1,6,1,30,1,1,5,5,1,1,0,0,0,0,0
1,1,2,1,1,6,2,30,1,1,5,5,0,1,0,0,0,0,0
0,4,4,4,1,6,4,30,1,1,5,5,1,1,0,0,0,0,0
0,3,3,5,1,6,3,30,1,1,5,5,1,1,0,0,0,0,0
0,5,6,4,2,6,6,30,1,1,5,5,1,1,0,0,0,0,0
0,5,5,4,3,6,5,30,1,1,5,5,1,1,0,0,0,0,0
0,5,1,5,1,6,1,30,1,1,5,5,1,1,0,0,0,0,0
0,4,2,4,1,6,2,30,1,1,5,5,1,1,0,0,0,0,0
0,5,3,3,1,6,3,30,1,1,5,5,1,1,0,0,0,0,0
0,3,2,2,1,6,2,30,1,1,5,5,0,1,0,0,0,0,0
0,4,3,4,1,6,3,30,1,1,5,5,1,1,0,0,0,0,0
0,6,6,4,5,6,6,30,1,1,5,5,1,1,0,0,0,0,0
0,4,4,5,1,6,4,30,1,1,5,5,1,1,0,0,0,0,0
2,1,1,3,1,6,1,30,1,1,5,5,0,1,0,0,0,0,0
2,2,2,2,1,6,2,30,1,1,5,5,1,1,0,0,0,0,0
2,3,5,3,1,6,5,30,1,1,5,5,1,1,0,0,0,0,0
2,4,1,3,1,6,1,30,1,1,5,5,0,1,0,0,0,0,0
1,1,6,5,1,3,1,36,0,0,4,1,0,1,0,0,0,0,0
1,3,3,2,3,3,4,36,0,0,4,1,1,1,0,0,0,0,0
1,4,4,5,4,3,3,36,0,0,4,1,1,1,0,0,0,0,0
1,4,1,5,3,3,6,36,0,0,4,1,1,1,0,0,0,0,0
1,1,6,3,1,3,1,36,0,0,4,1,0,1,0,0,0,0,0
0,3,3,4,5,3,4,36,0,0,4,1,1,1,0,0,0,0,0
0,4,4,2,2,3,3,36,0,0,4,1,1,1,0,0,0,0,0
0,6,6,3,1,3,1,36,0,0,4,1,1,1,0,0,0,0,0
0,2,5,2,4,3,2,36,0,0,4,1,1,1,0,0,0,0,0
0,6,1,5,3,3,6,36,0,0,4,1,1,1,0,0,0,0,0
0,1,6,5,3,3,1,36,0,0,4,1,1,1,0,0,0,0,0
0,4,4,5,3,3,3,36,0,0,4,1,1,1,0,0,0,0,0
2,5,1,1,6,3,6,36,0,0,4,1,0,1,0,0,0,0,0
2,4,3,3,3,3,4,36,0,0,4,1,1,1,0,0,0,0,0
2,5,1,2,4,3,6,36,0,0,4,1,0,1,0,0,0,0,0
2,3,4,5,3,3,3,36,0,0,4,1,0,1,0,0,0,0,0
2,1,6,4,1,3,1,36,0,0,4,1,0,1,0,0,0,0,0
2,2,1,5,1,3,6,36,0,0,4,1,0,1,0,0,0,0,0
1,5,3,6,6,5,3,33,0,1,4,5,1,1,0,0,0,0,0
1,2,3,2,6,5,3,33,0,1,4,5,1,1,0,0,0,0,0
1,1,2,1,4,5,2,33,0,1,4,5,1,1,0,0,0,0,0
1,1,6,4,1,5,6,33,0,1,4,5,1,1,0,0,0,0,0
1,3,1,6,5,5,1,33,0,1,4,5,1,1,0,0,0,0,0
0,2,3,3,6,5,3,33,0,1,4,5,1,1,0,0,0,0,0
0,5,3,2,1,5,3,33,0,1,4,5,1,1,0,0,0,0,0
0,4,6,5,3,5,6,33,0,1,4,5,0,1,0,0,0,0,0
0,4,5,4,2,5,5,33,0,1,4,5,1,1,0,0,0,0,0
0,6,6,6,2,5,6,33,0,1,4,5,1,1,0,0,0,0,0
0,4,4,1,2,5,4,33,0,1,4,5,1,1,0,0,0,0,0
0,1,2,4,5,5,2,33,0,1,4,5,1,1,0,0,0,0,0
0,2,6,6,2,5,6,33,0,1,4,5,0,1,0,0,0,0,0
2,3,6,2,2,5,6,33,0,1,4,5,1,1,0,0,0,0,0
2,2,2,6,3,5,2,33,0,1,4,5,0,1,0,0,0,0,0
2,4,3,5,2,5,3,33,0,1,4,5,1,1,0,0,0,0,0
2,1,3,5,3,5,3,33,0,1,4,5,1,1,0,0,0,0,0
2,1,3,4,2,5,3,33,0,1,4,5,1,1,0,0,0,0,0
1,4,6,6,5,6,6,29,1,1,5,3,1,1,0,0,0,0,0
1,6,3,4,4,6,3,29,1,1,5,3,1,1,0,0,0,0,0
1,6,4,6,4,6,4,29,1,1,5,3,1,1,0,0,0,0,0
1,5,4,3,3,6,4,29,1,1,5,3,1,1,0,0,0,0,0
1,5,3,3,3,6,3,29,1,1,5,3,1,1,0,0,0,0,0
1,6,4,3,3,6,4,29,1,1,5,3,1,1,0,0,0,0,0
0,5,6,6,6,6,6,29,1,1,5,3,1,1,0,0,0,0,0
0,5,4,3,3,6,4,29,1,1,5,3,1,1,0,0,0,0,0
0,6,4,3,3,6,4,29,1,1,5,3,1,1,0,0,0,0,0
0,3,5,6,6,6,5,29,1,1,5,3,1,1,0,0,0,0,0
0,5,3,4,4,6,3,29,1,1,5,3,1,1,0,0,0,0,0
0,6,4,5,4,6,4,29,1,1,5,3,1,1,0,0,0,0,0
2,5,2,4,3,6,2,29,1,1,5,3,1,1,0,0,0,0,0
2,6,4,4,4,6,4,29,1,1,5,3,1,1,0,0,0,0,0
2,5,6,4,6,6,6,29,1,1,5,3,1,1,0,0,0,0,0
2,6,2,4,4,6,2,29,1,1,5,3,1,1,0,0,0,0,0
2,6,5,5,4,6,5,29,1,1,5,3,1,1,0,0,0,0,0
2,6,3,4,4,6,3,29,1,1,5,3,1,1,0,0,0,0,0
1,2,4,4,1,1,3,42,0,0,1,2,0,0,0,0,1,0,0
1,1,4,5,1,1,3,42,0,0,1,2,1,0,0,0,1,0,0
1,3,3,2,1,1,4,42,0,0,1,2,0,0,0,0,1,0,0
1,1,4,2,1,1,3,42,0,0,1,2,1,0,0,0,1,0,0
1,2,4,4,1,1,3,42,0,0,1,2,0,0,0,0,1,0,0
1,2,4,1,1,1,3,42,0,0,1,2,1,0,0,0,1,0,0
0,5,2,4,1,1,5,42,0,0,1,2,1,0,0,0,1,0,0
0,5,2,4,1,1,5,42,0,0,1,2,1,0,0,0,1,0,0
0,4,2,4,1,1,5,42,0,0,1,2,1,0,0,0,1,0,0
0,6,2,5,3,1,5,42,0,0,1,2,1,0,0,0,1,0,0
0,5,3,5,1,1,4,42,0,0,1,2,0,0,0,0,1,0,0
0,5,3,4,1,1,4,42,0,0,1,2,1,0,0,0,1,0,0
2,1,4,1,1,1,3,42,0,0,1,2,0,0,0,0,1,0,0
2,2,3,3,1,1,4,42,0,0,1,2,1,0,0,0,1,0,0
2,2,1,5,1,1,6,42,0,0,1,2,0,0,0,0,1,0,0
2,5,4,2,1,1,3,42,0,0,1,2,0,0,0,0,1,0,0
2,5,3,4,2,1,4,42,0,0,1,2,1,0,0,0,1,0,0
2,3,4,2,1,1,3,42,0,0,1,2,0,0,0,0,1,0,0
1,3,3,3,3,2,4,23,1,0,3,2,1,0,1,0,0,0,0
1,4,3,3,3,2,4,23,1,0,3,2,1,0,1,0,0,0,0
1,1,6,4,4,2,1,23,1,0,3,2,1,0,1,0,0,0,0
1,3,2,3,2,2,5,23,1,0,3,2,1,0,1,0,0,0,0
0,3,3,3,3,2,4,23,1,0,3,2,1,0,1,0,0,0,0
0,2,3,3,3,2,4,23,1,0,3,2,1,0,1,0,0,0,0
0,3,3,3,3,2,4,23,1,0,3,2,1,0,1,0,0,0,0
0,4,3,3,3,2,4,23,1,0,3,2,1,0,1,0,0,0,0
0,4,3,3,3,2,4,23,1,0,3,2,1,0,1,0,0,0,0
2,3,2,3,3,2,5,23,1,0,3,2,1,0,1,0,0,0,0
2,3,4,3,3,2,3,23,1,0,3,2,1,0,1,0,0,0,0
2,3,2,3,2,2,5,23,1,0,3,2,1,0,1,0,0,0,0
2,4,4,3,3,2,3,23,1,0,3,2,1,0,1,0,0,0,0
2,3,4,3,3,2,3,23,1,0,3,2,1,0,1,0,0,0,0
2,3,3,3,3,2,4,23,1,0,3,2,1,0,1,0,0,0,0
2,2,2,4,2,2,5,23,1,0,3,2,1,0,1,0,0,0,0
2,3,3,2,3,2,4,23,1,0,3,2,1,0,1,0,0,0,0
2,2,3,2,2,2,4,23,1,0,3,2,1,0,1,0,0,0,0
1,1,6,6,1,3,1,29,0,0,4,1,1,0,1,0,0,0,0
1,2,6,4,1,3,1,29,0,0,4,1,1,0,1,0,0,0,0
1,1,6,6,1,3,1,29,0,0,4,1,1,0,1,0,0,0,0
1,1,5,6,1,3,2,29,0,0,4,1,1,0,1,0,0,0,0
1,2,5,6,1,3,2,29,0,0,4,1,1,0,1,0,0,0,0
1,1,2,6,1,3,5,29,0,0,4,1,1,0,1,0,0,0,0
0,4,4,5,1,3,3,29,0,0,4,1,1,0,1,0,0,0,0
0,1,5,4,1,3,2,29,0,0,4,1,1,0,1,0,0,0,0
0,2,1,6,1,3,6,29,0,0,4,1,1,0,1,0,0,0,0
0,1,5,6,1,3,2,29,0,0,4,1,1,0,1,0,0,0,0
0,5,3,6,1,3,4,29,0,0,4,1,1,0,1,0,0,0,0
2,4,4,3,1,3,3,29,0,0,4,1,1,0,1,0,0,0,0
2,4,6,5,4,3,1,29,0,0,4,1,1,0,1,0,0,0,0
2,4,6,4,3,3,1,29,0,0,4,1,1,0,1,0,0,0,0
2,2,5,5,1,3,2,29,0,0,4,1,1,0,1,0,0,0,0
2,3,2,6,1,3,5,29,0,0,4,1,1,0,1,0,0,0,0
2,3,2,6,1,3,5,29,0,0,4,1,1,0,1,0,0,0,0
2,5,1,6,1,3,6,29,0,0,4,1,1,0,1,0,0,0,0
1,3,4,4,1,4,4,45,1,1,2,2,1,1,0,0,0,0,0
1,2,4,5,1,4,4,45,1,1,2,2,1,1,0,0,0,0,0
1,4,4,4,1,4,4,45,1,1,2,2,1,1,0,0,0,0,0
1,1,3,2,1,4,3,45,1,1,2,2,1,1,0,0,0,0,0
0,5,4,5,3,4,4,45,1,1,2,2,1,1,0,0,0,0,0
0,5,4,5,2,4,4,45,1,1,2,2,1,1,0,0,0,0,0
0,5,4,5,3,4,4,45,1,1,2,2,1,1,0,0,0,0,0
0,5,4,4,1,4,4,45,1,1,2,2,1,1,0,0,0,0,0
0,4,3,4,2,4,3,45,1,1,2,2,1,1,0,0,0,0,0
0,5,4,4,2,4,4,45,1,1,2,2,1,1,0,0,0,0,0
0,4,4,4,2,4,4,45,1,1,2,2,1,1,0,0,0,0,0
0,2,3,2,1,4,3,45,1,1,2,2,1,1,0,0,0,0,0
0,5,4,4,1,4,4,45,1,1,2,2,1,1,0,0,0,0,0
2,5,4,5,1,4,4,45,1,1,2,2,1,1,0,0,0,0,0
2,4,4,4,2,4,4,45,1,1,2,2,1,1,0,0,0,0,0
2,4,4,4,1,4,4,45,1,1,2,2,1,1,0,0,0,0,0
2,4,4,4,1,4,4,45,1,1,2,2,1,1,0,0,0,0,0
2,4,4,4,1,4,4,45,1,1,2,2,1,1,0,0,0,0,0
1,1,2,1,1,3,5,25,0,1,2,3,0,0,1,0,0,0,0
1,3,3,4,1,3,4,25,0,1,2,3,1,0,1,0,0,0,0
0,4,2,3,1,3,5,25,0,1,2,3,0,0,1,0,0,0,0
0,5,1,4,1,3,6,25,0,1,2,3,0,0,1,0,0,0,0
0,5,5,4,1,3,2,25,0,1,2,3,0,0,1,0,0,0,0
0,6,5,5,5,3,2,25,0,1,2,3,1,0,1,0,0,0,0
0,6,4,2,1,3,3,25,0,1,2,3,0,0,1,0,0,0,0
0,1,5,1,1,3,2,25,0,1,2,3,0,0,1,0,0,0,0
0,2,3,1,1,3,4,25,0,1,2,3,0,0,1,0,0,0,0
2,5,2,2,1,3,5,25,0,1,2,3,0,0,1,0,0,0,0
2,1,5,1,1,3,2,25,0,1,2,3,0,0,1,0,0,0,0
2,5,2,2,1,3,5,25,0,1,2,3,0,0,1,0,0,0,0
2,2,2,1,1,3,5,25,0,1,2,3,0,0,1,0,0,0,0
2,1,6,2,1,3,1,25,0,1,2,3,0,0,1,0,0,0,0
2,1,4,1,1,3,3,25,0,1,2,3,0,0,1,0,0,0,0
2,1,3,1,1,3,4,25,0,1,2,3,0,0,1,0,0,0,0
2,4,2,4,1,3,5,25,0,1,2,3,0,0,1,0,0,0,0
2,3,3,1,1,3,4,25,0,1,2,3,0,0,1,0,0,0,0
1,1,1,5,1,5,1,51,0,0,5,5,0,1,0,0,0,0,0
1,1,4,1,1,5,4,51,0,0,5,5,0,1,0,0,0,0,0
1,1,1,6,1,5,1,51,0,0,5,5,0,1,0,0,0,0,0
1,1,4,5,1,5,4,51,0,0,5,5,0,1,0,0,0,0,0
1,1,1,2,1,5,1,51,0,0,5,5,0,1,0,0,0,0,0
1,1,1,4,1,5,1,51,0,0,5,5,0,1,0,0,0,0,0
1,1,4,1,1,5,4,51,0,0,5,5,0,1,0,0,0,0,0
1,3,6,4,2,5,6,51,0,0,5,5,0,1,0,0,0,0,0
0,6,6,4,6,5,6,51,0,0,5,5,0,1,0,0,0,0,0
0,5,4,2,1,5,4,51,0,0,5,5,0,1,0,0,0,0,0
0,1,1,1,1,5,1,51,0,0,5,5,0,1,0,0,0,0,0
2,1,1,1,1,5,1,51,0,0,5,5,0,1,0,0,0,0,0
2,1,1,5,1,5,1,51,0,0,5,5,0,1,0,0,0,0,0
2,1,1,1,1,5,1,51,0,0,5,5,0,1,0,0,0,0,0
2,2,1,1,1,5,1,51,0,0,5,5,0,1,0,0,0,0,0
2,2,3,1,1,5,3,51,0,0,5,5,0,1,0,0,0,0,0
2,1,1,6,1,5,1,51,0,0,5,5,0,1,0,0,0,0,0
2,1,1,1,1,5,1,51,0,0,5,5,0,1,0,0,0,0,0
1,1,5,4,1,6,5,34,1,1,5,5,0,1,0,0,0,0,0
1,1,3,1,1,6,3,34,1,1,5,5,0,1,0,0,0,0,0
1,1,4,1,1,6,4,34,1,1,5,5,0,1,0,0,0,0,0
1,1,1,3,1,6,1,34,1,1,5,5,0,1,0,0,0,0,0
1,1,2,1,1,6,2,34,1,1,5,5,0,1,0,0,0,0,0
1,1,4,1,1,6,4,34,1,1,5,5,0,1,0,0,0,0,0
1,1,2,1,1,6,2,34,1,1,5,5,0,1,0,0,0,0,0
0,1,3,1,1,6,3,34,1,1,5,5,0,1,0,0,0,0,0
0,1,4,1,1,6,4,34,1,1,5,5,0,1,0,0,0,0,0
0,2,2,4,1,6,2,34,1,1,5,5,0,1,0,0,0,0,0
2,1,3,1,1,6,3,34,1,1,5,5,0,1,0,0,0,0,0
2,1,4,1,1,6,4,34,1,1,5,5,0,1,0,0,0,0,0
2,1,5,1,1,6,5,34,1,1,5,5,0,1,0,0,0,0,0
2,1,4,1,1,6,4,34,1,1,5,5,0,1,0,0,0,0,0
2,4,2,1,1,6,2,34,1,1,5,5,0,1,0,0,0,0,0
2,1,3,1,1,6,3,34,1,1,5,5,0,1,0,0,0,0,0
2,4,2,5,2,6,2,34,1,1,5,5,1,1,0,0,0,0,0
2,1,3,2,1,6,3,34,1,1,5,5,0,1,0,0,0,0,0
1,1,4,4,1,3,3,23,0,1,3,3,0,1,0,0,0,0,0
1,3,1,5,1,3,6,23,0,1,3,3,0,1,0,0,0,0,0
1,4,4,4,1,3,3,23,0,1,3,3,0,1,0,0,0,0,0
1,4,5,6,1,3,2,23,0,1,3,3,0,1,0,0,0,0,0
1,4,4,6,1,3,3,23,0,1,3,3,1,1,0,0,0,0,0
1,1,5,4,1,3,2,23,0,1,3,3,1,1,0,0,0,0,0
0,4,2,5,1,3,5,23,0,1,3,3,0,1,0,0,0,0,0
0,5,4,4,1,3,3,23,0,1,3,3,1,1,0,0,0,0,0
0,4,3,5,1,3,4,23,0,1,3,3,0,1,0,0,0,0,0
0,6,4,5,1,3,3,23,0,1,3,3,1,1,0,0,0,0,0
0,5,3,4,1,3,4,23,0,1,3,3,0,1,0,0,0,0,0
0,4,3,4,1,3,4,23,0,1,3,3,0,1,0,0,0,0,0
0,4,3,4,1,3,4,23,0,1,3,3,0,1,0,0,0,0,0
2,4,4,5,1,3,3,23,0,1,3,3,0,1,0,0,0,0,0
2,4,6,4,1,3,1,23,0,1,3,3,0,1,0,0,0,0,0
2,4,3,1,1,3,4,23,0,1,3,3,0,1,0,0,0,0,0
2,4,3,1,1,3,4,23,0,1,3,3,0,1,0,0,0,0,0
2,4,4,4,1,3,3,23,0,1,3,3,0,1,0,0,0,0,0
1,1,4,5,1,3,3,29,0,1,3,3,0,1,0,0,0,0,0
1,1,3,2,1,3,4,29,0,1,3,3,0,1,0,0,0,0,0
1,1,2,4,1,3,5,29,0,1,3,3,0,1,0,0,0,0,0
1,1,5,5,1,3,2,29,0,1,3,3,0,1,0,0,0,0,0
1,1,3,4,1,3,4,29,0,1,3,3,0,1,0,0,0,0,0
1,2,4,5,1,3,3,29,0,1,3,3,0,1,0,0,0,0,0
1,1,4,2,1,3,3,29,0,1,3,3,0,1,0,0,0,0,0
1,1,2,5,1,3,5,29,0,1,3,3,0,1,0,0,0,0,0
0,3,2,3,1,3,5,29,0,1,3,3,0,1,0,0,0,0,0
0,2,2,3,1,3,5,29,0,1,3,3,0,1,0,0,0,0,0
0,1,3,3,1,3,4,29,0,1,3,3,0,1,0,0,0,0,0
0,2,4,3,1,3,3,29,0,1,3,3,0,1,0,0,0,0,0
2,1,3,3,1,3,4,29,0,1,3,3,0,1,0,0,0,0,0
2,1,4,3,1,3,3,29,0,1,3,3,0,1,0,0,0,0,0
2,1,4,1,1,3,3,29,0,1,3,3,0,1,0,0,0,0,0
2,1,3,1,1,3,4,29,0,1,3,3,0,1,0,0,0,0,0
2,1,3,3,1,3,4,29,0,1,3,3,0,1,0,0,0,0,0
2,4,3,1,1,3,4,29,0,1,3,3,0,1,0,0,0,0,0
1,4,2,4,2,3,5,38,1,1,3,3,1,0,1,0,0,0,0
1,3,2,3,4,3,5,38,1,1,3,3,1,0,1,0,0,0,0
1,4,2,4,1,3,5,38,1,1,3,3,1,0,1,0,0,0,0
1,4,6,4,2,3,1,38,1,1,3,3,1,0,1,0,0,0,0
1,3,4,4,1,3,3,38,1,1,3,3,1,0,1,0,0,0,0
0,2,4,2,2,3,3,38,1,1,3,3,1,0,1,0,0,0,0
0,3,4,3,3,3,3,38,1,1,3,3,1,0,1,0,0,0,0
0,2,4,4,1,3,3,38,1,1,3,3,1,0,1,0,0,0,0
0,4,3,4,5,3,4,38,1,1,3,3,1,0,1,0,0,0,0
0,3,4,4,2,3,3,38,1,1,3,3,1,0,1,0,0,0,0
0,2,4,4,3,3,3,38,1,1,3,3,1,0,1,0,0,0,0
0,3,4,3,3,3,3,38,1,1,3,3,1,0,1,0,0,0,0
2,3,4,3,3,3,3,38,1,1,3,3,1,0,1,0,0,0,0
2,5,4,2,2,3,3,38,1,1,3,3,1,0,1,0,0,0,0
2,3,4,3,2,3,3,38,1,1,3,3,1,0,1,0,0,0,0
2,4,3,4,4,3,4,38,1,1,3,3,1,0,1,0,0,0,0
2,3,4,3,4,3,3,38,1,1,3,3,1,0,1,0,0,0,0
2,3,4,2,3,3,3,38,1,1,3,3,1,0,1,0,0,0,0
1,1,4,1,1,6,4,32,1,1,5,5,0,1,0,0,0,0,0
1,1,6,5,1,6,6,32,1,1,5,5,1,1,0,0,0,0,0
1,1,1,1,1,6,1,32,1,1,5,5,0,1,0,0,0,0,0
1,4,1,1,1,6,1,32,1,1,5,5,0,1,0,0,0,0,0
1,1,1,1,1,6,1,32,1,1,5,5,0,1,0,0,0,0,0
1,1,1,1,1,6,1,32,1,1,5,5,0,1,0,0,0,0,0
1,1,1,1,1,6,1,32,1,1,5,5,0,1,0,0,0,0,0
0,4,6,5,1,6,6,32,1,1,5,5,0,1,0,0,0,0,0
0,6,1,1,4,6,1,32,1,1,5,5,0,1,0,0,0,0,0
0,3,2,2,3,6,2,32,1,1,5,5,0,1,0,0,0,0,0
0,3,6,1,1,6,6,32,1,1,5,5,1,1,0,0,0,0,0
0,1,1,1,1,6,1,32,1,1,5,5,0,1,0,0,0,0,0
2,1,1,1,1,6,1,32,1,1,5,5,0,1,0,0,0,0,0
2,1,2,1,1,6,2,32,1,1,5,5,0,1,0,0,0,0,0
2,1,1,1,1,6,1,32,1,1,5,5,0,1,0,0,0,0,0
2,1,1,1,1,6,1,32,1,1,5,5,0,1,0,0,0,0,0
2,1,1,3,1,6,1,32,1,1,5,5,0,1,0,0,0,0,0
2,1,1,1,1,6,1,32,1,1,5,5,0,1,0,0,0,0,0
1,1,4,4,1,1,3,47,1,0,1,1,0,1,0,0,0,0,0
1,2,2,1,1,1,5,47,1,0,1,1,0,1,0,0,0,0,0
1,2,4,1,1,1,3,47,1,0,1,1,0,1,0,0,0,0,0
1,4,2,4,1,1,5,47,1,0,1,1,1,1,0,0,0,0,0
1,3,4,2,1,1,3,47,1,0,1,1,0,1,0,0,0,0,0
1,4,3,1,1,1,4,47,1,0,1,1,0,1,0,0,0,0,0
0,6,1,5,3,1,6,47,1,0,1,1,1,1,0,0,0,0,0
0,4,3,4,1,1,4,47,1,0,1,1,0,1,0,0,0,0,0
0,4,4,4,1,1,3,47,1,0,1,1,0,1,0,0,0,0,0
0,4,2,4,1,1,5,47,1,0,1,1,0,1,0,0,0,0,0
2,4,3,1,1,1,4,47,1,0,1,1,0,1,0,0,0,0,0
2,5,4,4,1,1,3,47,1,0,1,1,1,1,0,0,0,0,0
2,2,4,1,1,1,3,47,1,0,1,1,0,1,0,0,0,0,0
2,4,3,1,1,1,4,47,1,0,1,1,0,1,0,0,0,0,0
2,6,1,6,1,1,6,47,1,0,1,1,1,1,0,0,0,0,0
2,5,3,4,2,1,4,47,1,0,1,1,0,1,0,0,0,0,0
2,4,3,1,1,1,4,47,1,0,1,1,0,1,0,0,0,0,0
2,2,4,2,1,1,3,47,1,0,1,1,0,1,0,0,0,0,0
1,1,5,2,1,2,2,39,0,1,2,3,0,1,0,0,0,0,0
1,1,3,5,1,2,4,39,0,1,2,3,0,1,0,0,0,0,0
1,1,6,6,5,2,1,39,0,1,2,3,0,1,0,0,0,0,0
1,1,4,5,1,2,3,39,0,1,2,3,0,1,0,0,0,0,0
0,2,3,5,3,2,4,39,0,1,2,3,0,1,0,0,0,0,0
0,4,1,5,2,2,6,39,0,1,2,3,0,1,0,0,0,0,0
0,6,6,5,5,2,1,39,0,1,2,3,0,1,0,0,0,0,0
0,1,5,5,2,2,2,39,0,1,2,3,0,1,0,0,0,0,0
0,5,5,4,3,2,2,39,0,1,2,3,0,1,0,0,0,0,0
0,4,5,4,4,2,2,39,0,1,2,3,0,1,0,0,0,0,0
0,5,5,4,1,2,2,39,0,1,2,3,0,1,0,0,0,0,0
2,5,5,5,1,2,2,39,0,1,2,3,0,1,0,0,0,0,0
2,4,6,4,1,2,1,39,0,1,2,3,0,1,0,0,0,0,0
2,1,3,4,1,2,4,39,0,1,2,3,0,1,0,0,0,0,0
2,4,2,4,2,2,5,39,0,1,2,3,0,1,0,0,0,0,0
2,2,5,6,1,2,2,39,0,1,2,3,0,1,0,0,0,0,0
2,4,2,5,1,2,5,39,0,1,2,3,0,1,0,0,0,0,0
2,2,6,4,1,2,1,39,0,1,2,3,0,1,0,0,0,0,0
1,1,6,6,1,6,6,43,1,1,5,5,0,1,0,0,0,0,0
1,1,6,6,6,6,6,43,1,1,5,5,0,1,0,0,0,0,0
1,1,1,6,1,6,1,43,1,1,5,5,0,1,0,0,0,0,0
1,1,1,6,1,6,1,43,1,1,5,5,0,1,0,0,0,0,0
0,6,6,6,1,6,6,43,1,1,5,5,0,1,0,0,0,0,0
0,6,1,6,6,6,1,43,1,1,5,5,0,1,0,0,0,0,0
0,6,6,6,6,6,6,43,1,1,5,5,0,1,0,0,0,0,0
0,6,1,6,1,6,1,43,1,1,5,5,0,1,0,0,0,0,0
0,6,6,6,6,6,6,43,1,1,5,5,0,1,0,0,0,0,0
0,6,6,6,6,6,6,43,1,1,5,5,0,1,0,0,0,0,0
0,6,6,6,6,6,6,43,1,1,5,5,0,1,0,0,0,0,0
2,1,6,6,1,6,6,43,1,1,5,5,0,1,0,0,0,0,0
2,1,6,6,6,6,6,43,1,1,5,5,0,1,0,0,0,0,0
2,1,6,6,6,6,6,43,1,1,5,5,0,1,0,0,0,0,0
2,1,1,6,1,6,1,43,1,1,5,5,0,1,0,0,0,0,0
2,1,6,6,1,6,6,43,1,1,5,5,0,1,0,0,0,0,0
2,1,1,6,6,6,1,43,1,1,5,5,0,1,0,0,0,0,0
2,1,1,6,1,6,1,43,1,1,5,5,0,1,0,0,0,0,0
1,1,3,3,2,6,3,48,0,1,5,5,1,1,0,0,0,0,0
1,2,3,4,3,6,3,48,0,1,5,5,1,1,0,0,0,0,0
1,3,4,2,1,6,4,48,0,1,5,5,1,1,0,0,0,0,0
1,1,4,1,1,6,4,48,0,1,5,5,0,1,0,0,0,0,0
1,3,3,1,1,6,3,48,0,1,5,5,1,1,0,0,0,0,0
1,2,3,4,3,6,3,48,0,1,5,5,1,1,0,0,0,0,0
1,3,2,5,3,6,2,48,0,1,5,5,1,1,0,0,0,0,0
1,1,3,2,2,6,3,48,0,1,5,5,1,1,0,0,0,0,0
1,2,3,3,3,6,3,48,0,1,5,5,1,1,0,0,0,0,0
0,3,3,3,1,6,3,48,0,1,5,5,1,1,0,0,0,0,0
0,3,3,3,1,6,3,48,0,1,5,5,1,1,0,0,0,0,0
0,3,4,3,2,6,4,48,0,1,5,5,1,1,0,0,0,0,0
0,1,4,2,3,6,4,48,0,1,5,5,1,1,0,0,0,0,0
0,3,4,3,3,6,4,48,0,1,5,5,1,1,0,0,0,0,0
0,3,4,2,3,6,4,48,0,1,5,5,1,1,0,0,0,0,0
2,3,3,4,4,6,3,48,0,1,5,5,1,1,0,0,0,0,0
2,3,3,1,1,6,3,48,0,1,5,5,1,1,0,0,0,0,0
2,2,4,2,1,6,4,48,0,1,5,5,1,1,0,0,0,0,0
