news_type,true,fav,important,familiar,demrep_c,concordant,age,gender,income,social_conserv,economic_conserv,y,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_5,ethnicity_6
1,1,6,5,1,6,6,40,0,1,4,5,0,1,0,0,0,0,0
1,2,4,1,1,6,4,40,0,1,4,5,0,1,0,0,0,0,0
1,1,6,5,1,6,6,40,0,1,4,5,0,1,0,0,0,0,0
1,1,5,2,1,6,5,40,0,1,4,5,0,1,0,0,0,0,0
1,1,6,6,4,6,6,40,0,1,4,5,0,1,0,0,0,0,0
1,1,6,1,1,6,6,40,0,1,4,5,0,1,0,0,0,0,0
1,1,2,4,1,6,2,40,0,1,4,5,0,1,0,0,0,0,0
1,1,1,5,1,6,1,40,0,1,4,5,0,1,0,0,0,0,0
0,2,1,4,1,6,1,40,0,1,4,5,0,1,0,0,0,0,0
0,5,2,5,1,6,2,40,0,1,4,5,0,1,0,0,0,0,0
0,1,5,5,1,6,5,40,0,1,4,5,0,1,0,0,0,0,0
0,2,3,5,1,6,3,40,0,1,4,5,0,1,0,0,0,0,0
2,2,6,2,1,6,6,40,0,1,4,5,0,1,0,0,0,0,0
2,1,6,4,1,6,6,40,0,1,4,5,0,1,0,0,0,0,0
2,2,6,4,1,6,6,40,0,1,4,5,0,1,0,0,0,0,0
2,2,6,6,1,6,6,40,0,1,4,5,0,1,0,0,0,0,0
2,1,1,6,1,6,1,40,0,1,4,5,0,1,0,0,0,0,0
2,1,1,6,1,6,1,40,0,1,4,5,0,1,0,0,0,0,0
1,1,6,6,1,5,6,62,1,0,5,5,0,1,0,0,0,0,0
1,1,6,6,1,5,6,62,1,0,5,5,0,1,0,0,0,0,0
1,1,1,1,1,5,1,62,1,0,5,5,0,1,0,0,0,0,0
1,1,1,2,1,5,1,62,1,0,5,5,0,1,0,0,0,0,0
1,1,1,1,1,5,1,62,1,0,5,5,0,1,0,0,0,0,0
1,1,6,6,1,5,6,62,1,0,5,5,0,1,0,0,0,0,0
0,1,1,4,1,5,1,62,1,0,5,5,0,1,0,0,0,0,0
0,1,6,5,1,5,6,62,1,0,5,5,0,1,0,0,0,0,0
0,1,1,1,1,5,1,62,1,0,5,5,0,1,0,0,0,0,0
0,1,5,4,1,5,5,62,1,0,5,5,0,1,0,0,0,0,0
2,1,1,1,1,5,1,62,1,0,5,5,0,1,0,0,0,0,0
2,1,1,1,1,5,1,62,1,0,5,5,0,1,0,0,0,0,0
2,1,1,1,1,5,1,62,1,0,5,5,0,1,0,0,0,0,0
2,1,1,1,1,5,1,62,1,0,5,5,0,1,0,0,0,0,0
2,1,1,4,1,5,1,62,1,0,5,5,0,1,0,0,0,0,0
2,1,1,1,1,5,1,62,1,0,5,5,0,1,0,0,0,0,0
2,1,1,1,1,5,1,62,1,0,5,5,0,1,0,0,0,0,0
2,1,1,4,1,5,1,62,1,0,5,5,0,1,0,0,0,0,0
1,2,3,3,3,6,3,64,0,1,4,5,1,1,0,0,0,0,0
1,1,1,1,1,6,1,64,0,1,4,5,0,1,0,0,0,0,0
1,1,1,1,1,6,1,64,0,1,4,5,0,1,0,0,0,0,0
1,1,1,1,1,6,1,64,0,1,4,5,0,1,0,0,0,0,0
1,5,3,3,4,6,3,64,0,1,4,5,1,1,0,0,0,0,0
1,1,1,1,1,6,1,64,0,1,4,5,1,1,0,0,0,0,0
0,5,3,5,4,6,3,64,0,1,4,5,1,1,0,0,0,0,0
0,6,3,5,5,6,3,64,0,1,4,5,1,1,0,0,0,0,0
0,6,1,5,6,6,1,64,0,1,4,5,1,1,0,0,0,0,0
0,2,2,3,3,6,2,64,0,1,4,5,1,1,0,0,0,0,0
0,2,1,3,1,6,1,64,0,1,4,5,0,1,0,0,0,0,0
2,5,3,6,3,6,3,64,0,1,4,5,1,1,0,0,0,0,0
2,1,1,1,1,6,1,64,0,1,4,5,0,1,0,0,0,0,0
2,1,2,1,1,6,2,64,0,1,4,5,0,1,0,0,0,0,0
2,2,2,3,3,6,2,64,0,1,4,5,1,1,0,0,0,0,0
2,1,1,1,1,6,1,64,0,1,4,5,0,1,0,0,0,0,0
2,1,1,4,6,6,1,64,0,1,4,5,1,1,0,0,0,0,0
2,1,1,1,2,6,1,64,0,1,4,5,0,1,0,0,0,0,0
1,4,1,3,3,3,6,47,1,0,1,3,1,1,0,0,0,0,0
1,2,6,4,1,3,1,47,1,0,1,3,1,1,0,0,0,0,0
1,5,6,6,1,3,1,47,1,0,1,3,1,1,0,0,0,0,0
1,1,5,6,1,3,2,47,1,0,1,3,1,1,0,0,0,0,0
1,3,6,6,1,3,1,47,1,0,1,3,1,1,0,0,0,0,0
1,4,3,2,1,3,4,47,1,0,1,3,0,1,0,0,0,0,0
1,4,1,5,2,3,6,47,1,0,1,3,1,1,0,0,0,0,0
0,4,6,4,1,3,1,47,1,0,1,3,1,1,0,0,0,0,0
0,4,4,3,1,3,3,47,1,0,1,3,0,1,0,0,0,0,0
0,4,2,5,2,3,5,47,1,0,1,3,1,1,0,0,0,0,0
0,6,2,6,4,3,5,47,1,0,1,3,1,1,0,0,0,0,0
0,5,4,4,1,3,3,47,1,0,1,3,1,1,0,0,0,0,0
2,2,6,4,1,3,1,47,1,0,1,3,0,1,0,0,0,0,0
2,4,3,4,1,3,4,47,1,0,1,3,1,1,0,0,0,0,0
2,4,2,2,1,3,5,47,1,0,1,3,0,1,0,0,0,0,0
2,2,6,4,1,3,1,47,1,0,1,3,1,1,0,0,0,0,0
2,6,6,6,3,3,1,47,1,0,1,3,1,1,0,0,0,0,0
2,4,6,4,1,3,1,47,1,0,1,3,1,1,0,0,0,0,0
1,1,6,6,1,3,1,25,0,1,3,3,1,1,0,0,0,0,0
1,1,1,1,1,3,6,25,0,1,3,3,0,1,0,0,0,0,0
1,1,1,1,1,3,6,25,0,1,3,3,0,1,0,0,0,0,0
1,5,4,6,5,3,3,25,0,1,3,3,0,1,0,0,0,0,0
1,5,6,1,1,3,1,25,0,1,3,3,0,1,0,0,0,0,0
1,1,5,1,1,3,2,25,0,1,3,3,0,1,0,0,0,0,0
0,3,3,4,1,3,4,25,0,1,3,3,0,1,0,0,0,0,0
0,1,4,1,1,3,3,25,0,1,3,3,0,1,0,0,0,0,0
0,1,1,4,1,3,6,25,0,1,3,3,0,1,0,0,0,0,0
0,1,1,4,1,3,6,25,0,1,3,3,0,1,0,0,0,0,0
0,1,1,1,1,3,6,25,0,1,3,3,0,1,0,0,0,0,0
0,2,1,4,1,3,6,25,0,1,3,3,0,1,0,0,0,0,0
2,4,4,5,1,3,3,25,0,1,3,3,0,1,0,0,0,0,0
2,1,5,1,1,3,2,25,0,1,3,3,0,1,0,0,0,0,0
2,1,1,5,1,3,6,25,0,1,3,3,0,1,0,0,0,0,0
2,1,4,1,1,3,3,25,0,1,3,3,0,1,0,0,0,0,0
2,1,4,1,1,3,3,25,0,1,3,3,0,1,0,0,0,0,0
2,1,1,1,1,3,6,25,0,1,3,3,0,1,0,0,0,0,0
1,1,6,6,1,3,1,42,0,0,2,3,0,1,0,0,0,0,0
1,1,1,6,1,3,6,42,0,0,2,3,0,1,0,0,0,0,0
1,1,2,6,1,3,5,42,0,0,2,3,0,1,0,0,0,0,0
0,5,3,5,3,3,4,42,0,0,2,3,1,1,0,0,0,0,0
0,4,3,5,1,3,4,42,0,0,2,3,1,1,0,0,0,0,0
0,6,4,4,4,3,3,42,0,0,2,3,1,1,0,0,0,0,0
0,3,4,3,1,3,3,42,0,0,2,3,0,1,0,0,0,0,0
0,4,4,3,1,3,3,42,0,0,2,3,0,1,0,0,0,0,0
0,4,4,4,2,3,3,42,0,0,2,3,1,1,0,0,0,0,0
0,4,3,3,2,3,4,42,0,0,2,3,1,1,0,0,0,0,0
0,4,3,4,1,3,4,42,0,0,2,3,0,1,0,0,0,0,0
0,4,3,3,2,3,4,42,0,0,2,3,1,1,0,0,0,0,0
2,3,4,2,1,3,3,42,0,0,2,3,0,1,0,0,0,0,0
2,1,6,4,1,3,1,42,0,0,2,3,0,1,0,0,0,0,0
2,4,2,4,2,3,5,42,0,0,2,3,0,1,0,0,0,0,0
2,4,2,4,1,3,5,42,0,0,2,3,1,1,0,0,0,0,0
2,2,4,5,1,3,3,42,0,0,2,3,1,1,0,0,0,0,0
2,4,5,2,1,3,2,42,0,0,2,3,0,1,0,0,0,0,0
1,1,5,5,1,2,2,36,1,1,2,2,0,1,0,0,0,0,0
1,1,5,5,1,2,2,36,1,1,2,2,0,1,0,0,0,0,0
1,2,4,5,1,2,3,36,1,1,2,2,0,1,0,0,0,0,0
1,2,3,5,1,2,4,36,1,1,2,2,0,1,0,0,0,0,0
1,3,5,4,1,2,2,36,1,1,2,2,0,1,0,0,0,0,0
1,2,2,5,1,2,5,36,1,1,2,2,0,1,0,0,0,0,0
1,1,2,5,1,2,5,36,1,1,2,2,1,1,0,0,0,0,0
1,1,2,5,1,2,5,36,1,1,2,2,1,1,0,0,0,0,0
1,5,1,5,1,2,6,36,1,1,2,2,1,1,0,0,0,0,0
0,4,2,5,1,2,5,36,1,1,2,2,0,1,0,0,0,0,0
0,5,2,5,1,2,5,36,1,1,2,2,0,1,0,0,0,0,0
2,2,4,2,1,2,3,36,1,1,2,2,0,1,0,0,0,0,0
2,2,4,4,1,2,3,36,1,1,2,2,0,1,0,0,0,0,0
2,2,2,2,1,2,5,36,1,1,2,2,0,1,0,0,0,0,0
2,2,2,5,1,2,5,36,1,1,2,2,0,1,0,0,0,0,0
2,5,2,4,1,2,5,36,1,1,2,2,0,1,0,0,0,0,0
2,5,2,5,1,2,5,36,1,1,2,2,1,1,0,0,0,0,0
2,5,3,4,1,2,4,36,1,1,2,2,0,1,0,0,0,0,0
1,1,6,6,1,3,1,38,0,0,2,1,0,1,0,0,0,0,0
1,1,6,1,1,3,1,38,0,0,2,1,0,1,0,0,0,0,0
1,1,4,1,1,3,3,38,0,0,2,1,0,1,0,0,0,0,0
1,1,6,1,1,3,1,38,0,0,2,1,0,1,0,0,0,0,0
1,1,4,6,1,3,3,38,0,0,2,1,0,1,0,0,0,0,0
1,1,1,6,1,3,6,38,0,0,2,1,0,1,0,0,0,0,0
1,1,5,1,1,3,2,38,0,0,2,1,0,1,0,0,0,0,0
1,1,1,1,1,3,6,38,0,0,2,1,0,1,0,0,0,0,0
1,4,1,1,1,3,6,38,0,0,2,1,0,1,0,0,0,0,0
0,3,5,4,1,3,2,38,0,0,2,1,0,1,0,0,0,0,0
0,1,6,4,1,3,1,38,0,0,2,1,0,1,0,0,0,0,0
0,5,1,5,3,3,6,38,0,0,2,1,0,1,0,0,0,0,0
2,3,6,6,1,3,1,38,0,0,2,1,0,1,0,0,0,0,0
2,1,4,5,1,3,3,38,0,0,2,1,0,1,0,0,0,0,0
2,4,6,5,1,3,1,38,0,0,2,1,0,1,0,0,0,0,0
2,1,4,1,1,3,3,38,0,0,2,1,0,1,0,0,0,0,0
2,5,6,6,1,3,1,38,0,0,2,1,0,1,0,0,0,0,0
2,4,2,2,1,3,5,38,0,0,2,1,0,1,0,0,0,0,0
1,1,6,6,1,2,1,68,1,0,2,2,0,1,0,0,0,0,0
1,1,4,3,1,2,3,68,1,0,2,2,0,1,0,0,0,0,0
1,2,3,1,1,2,4,68,1,0,2,2,1,1,0,0,0,0,0
1,1,4,5,1,2,3,68,1,0,2,2,0,1,0,0,0,0,0
1,1,3,1,1,2,4,68,1,0,2,2,1,1,0,0,0,0,0
1,1,1,6,1,2,6,68,1,0,2,2,1,1,0,0,0,0,0
1,1,1,6,1,2,6,68,1,0,2,2,1,1,0,0,0,0,0
0,2,2,5,2,2,5,68,1,0,2,2,1,1,0,0,0,0,0
0,4,2,5,1,2,5,68,1,0,2,2,0,1,0,0,0,0,0
0,5,1,5,1,2,6,68,1,0,2,2,1,1,0,0,0,0,0
0,1,3,3,1,2,4,68,1,0,2,2,0,1,0,0,0,0,0
0,5,6,6,1,2,1,68,1,0,2,2,1,1,0,0,0,0,0
2,4,2,5,1,2,5,68,1,0,2,2,0,1,0,0,0,0,0
2,5,5,4,1,2,2,68,1,0,2,2,0,1,0,0,0,0,0
2,4,2,3,1,2,5,68,1,0,2,2,0,1,0,0,0,0,0
2,5,5,5,1,2,2,68,1,0,2,2,0,1,0,0,0,0,0
2,2,5,4,1,2,2,68,1,0,2,2,0,1,0,0,0,0,0
2,4,4,1,1,2,3,68,1,0,2,2,0,1,0,0,0,0,0
1,1,6,6,1,3,1,58,1,0,3,3,0,1,0,0,0,0,0
1,6,6,6,3,3,1,58,1,0,3,3,1,1,0,0,0,0,0
1,1,6,6,1,3,1,58,1,0,3,3,0,1,0,0,0,0,0
1,1,6,4,1,3,1,58,1,0,3,3,0,1,0,0,0,0,0
0,1,6,6,1,3,1,58,1,0,3,3,1,1,0,0,0,0,0
0,2,6,1,1,3,1,58,1,0,3,3,0,1,0,0,0,0,0
0,6,6,6,1,3,1,58,1,0,3,3,1,1,0,0,0,0,0
0,1,4,1,1,3,3,58,1,0,3,3,0,1,0,0,0,0,0
0,6,6,6,1,3,1,58,1,0,3,3,1,1,0,0,0,0,0
0,1,6,1,1,3,1,58,1,0,3,3,0,1,0,0,0,0,0
0,1,3,1,1,3,4,58,1,0,3,3,0,1,0,0,0,0,0
2,4,6,6,1,3,1,58,1,0,3,3,1,1,0,0,0,0,0
2,6,6,6,1,3,1,58,1,0,3,3,1,1,0,0,0,0,0
2,4,6,6,3,3,1,58,1,0,3,3,1,1,0,0,0,0,0
2,6,6,6,1,3,1,58,1,0,3,3,1,1,0,0,0,0,0
2,6,6,6,1,3,1,58,1,0,3,3,1,1,0,0,0,0,0
2,1,6,1,1,3,1,58,1,0,3,3,0,1,0,0,0,0,0
2,1,6,1,1,3,1,58,1,0,3,3,0,1,0,0,0,0,0
1,4,4,4,3,5,4,45,1,1,5,5,1,1,0,0,0,0,0
1,3,4,3,4,5,4,45,1,1,5,5,1,1,0,0,0,0,0
1,3,3,4,4,5,3,45,1,1,5,5,1,1,0,0,0,0,0
1,3,4,3,4,5,4,45,1,1,5,5,1,1,0,0,0,0,0
0,3,3,4,4,5,3,45,1,1,5,5,1,1,0,0,0,0,0
0,4,4,3,3,5,4,45,1,1,5,5,1,1,0,0,0,0,0
0,4,3,4,3,5,3,45,1,1,5,5,1,1,0,0,0,0,0
0,3,3,4,3,5,3,45,1,1,5,5,1,1,0,0,0,0,0
0,3,3,4,3,5,3,45,1,1,5,5,1,1,0,0,0,0,0
2,3,4,3,3,5,4,45,1,1,5,5,1,1,0,0,0,0,0
2,3,4,3,4,5,4,45,1,1,5,5,1,1,0,0,0,0,0
2,4,3,3,3,5,3,45,1,1,5,5,1,1,0,0,0,0,0
2,3,4,4,4,5,4,45,1,1,5,5,1,1,0,0,0,0,0
2,3,4,3,3,5,4,45,1,1,5,5,1,1,0,0,0,0,0
2,3,4,3,3,5,4,45,1,1,5,5,1,1,0,0,0,0,0
2,3,4,4,3,5,4,45,1,1,5,5,1,1,0,0,0,0,0
2,3,4,3,3,5,4,45,1,1,5,5,1,1,0,0,0,0,0
2,3,4,3,3,5,4,45,1,1,5,5,1,1,0,0,0,0,0
1,2,2,1,1,1,5,28,1,1,1,1,1,1,0,0,0,0,0
1,1,6,6,1,1,1,28,1,1,1,1,0,1,0,0,0,0,0
1,5,2,4,3,1,5,28,1,1,1,1,0,1,0,0,0,0,0
1,4,6,6,1,1,1,28,1,1,1,1,1,1,0,0,0,0,0
1,4,2,6,2,1,5,28,1,1,1,1,1,1,0,0,0,0,0
1,2,3,2,1,1,4,28,1,1,1,1,0,1,0,0,0,0,0
0,4,5,2,1,1,2,28,1,1,1,1,0,1,0,0,0,0,0
0,2,5,3,1,1,2,28,1,1,1,1,0,1,0,0,0,0,0
0,3,1,4,1,1,6,28,1,1,1,1,0,1,0,0,0,0,0
0,4,6,4,1,1,1,28,1,1,1,1,1,1,0,0,0,0,0
0,6,6,6,1,1,1,28,1,1,1,1,1,1,0,0,0,0,0
2,3,2,1,1,1,5,28,1,1,1,1,1,1,0,0,0,0,0
2,1,6,1,1,1,1,28,1,1,1,1,0,1,0,0,0,0,0
2,4,5,2,1,1,2,28,1,1,1,1,0,1,0,0,0,0,0
2,1,2,2,1,1,5,28,1,1,1,1,1,1,0,0,0,0,0
2,6,1,2,1,1,6,28,1,1,1,1,1,1,0,0,0,0,0
2,1,6,5,1,1,1,28,1,1,1,1,0,1,0,0,0,0,0
2,1,6,1,1,1,1,28,1,1,1,1,0,1,0,0,0,0,0
1,1,4,1,1,2,3,28,0,0,1,1,0,0,0,1,0,0,0
1,1,5,1,1,2,2,28,0,0,1,1,0,0,0,1,0,0,0
1,2,3,5,1,2,4,28,0,0,1,1,0,0,0,1,0,0,0
1,1,4,4,1,2,3,28,0,0,1,1,0,0,0,1,0,0,0
1,1,5,2,1,2,2,28,0,0,1,1,0,0,0,1,0,0,0
1,1,4,4,1,2,3,28,0,0,1,1,0,0,0,1,0,0,0
1,1,6,5,1,2,1,28,0,0,1,1,0,0,0,1,0,0,0
1,2,2,4,1,2,5,28,0,0,1,1,0,0,0,1,0,0,0
1,1,5,2,1,2,2,28,0,0,1,1,0,0,0,1,0,0,0
0,2,3,4,1,2,4,28,0,0,1,1,0,0,0,1,0,0,0
0,1,4,2,1,2,3,28,0,0,1,1,0,0,0,1,0,0,0
0,2,3,3,1,2,4,28,0,0,1,1,0,0,0,1,0,0,0
0,5,2,4,1,2,5,28,0,0,1,1,0,0,0,1,0,0,0
2,1,4,5,1,2,3,28,0,0,1,1,0,0,0,1,0,0,0
2,1,5,4,1,2,2,28,0,0,1,1,0,0,0,1,0,0,0
2,1,4,2,1,2,3,28,0,0,1,1,0,0,0,1,0,0,0
2,4,2,2,1,2,5,28,0,0,1,1,0,0,0,1,0,0,0
2,4,2,5,1,2,5,28,0,0,1,1,0,0,0,1,0,0,0
1,2,5,1,2,3,2,32,1,0,2,2,0,0,1,0,0,0,0
1,1,6,1,1,3,1,32,1,0,2,2,0,0,1,0,0,0,0
1,1,5,2,1,3,2,32,1,0,2,2,0,0,1,0,0,0,0
1,1,4,1,1,3,3,32,1,0,2,2,0,0,1,0,0,0,0
0,5,4,5,1,3,3,32,1,0,2,2,0,0,1,0,0,0,0
0,6,3,5,1,3,4,32,1,0,2,2,1,0,1,0,0,0,0
0,6,1,5,1,3,6,32,1,0,2,2,1,0,1,0,0,0,0
0,5,2,4,1,3,5,32,1,0,2,2,1,0,1,0,0,0,0
0,5,2,5,1,3,5,32,1,0,2,2,1,0,1,0,0,0,0
0,4,3,1,1,3,4,32,1,0,2,2,0,0,1,0,0,0,0
0,5,1,6,1,3,6,32,1,0,2,2,1,0,1,0,0,0,0
0,6,3,1,1,3,4,32,1,0,2,2,1,0,1,0,0,0,0
0,5,3,1,1,3,4,32,1,0,2,2,0,0,1,0,0,0,0
2,1,6,1,1,3,1,32,1,0,2,2,0,0,1,0,0,0,0
2,4,1,6,1,3,6,32,1,0,2,2,1,0,1,0,0,0,0
2,5,6,2,1,3,1,32,1,0,2,2,0,0,1,0,0,0,0
2,3,4,1,1,3,3,32,1,0,2,2,0,0,1,0,0,0,0
2,4,1,5,1,3,6,32,1,0,2,2,0,0,1,0,0,0,0
1,5,3,1,2,4,3,37,1,1,3,3,0,1,0,0,0,0,0
1,3,5,5,1,4,5,37,1,1,3,3,1,1,0,0,0,0,0
1,3,5,1,1,4,5,37,1,1,3,3,0,1,0,0,0,0,0
1,5,6,5,1,4,6,37,1,1,3,3,1,1,0,0,0,0,0
1,6,2,1,1,4,2,37,1,1,3,3,0,1,0,0,0,0,0
1,2,1,5,1,4,1,37,1,1,3,3,1,1,0,0,0,0,0
1,2,4,1,1,4,4,37,1,1,3,3,0,1,0,0,0,0,0
1,1,5,2,1,4,5,37,1,1,3,3,0,1,0,0,0,0,0
0,4,3,4,1,4,3,37,1,1,3,3,0,1,0,0,0,0,0
0,5,4,5,1,4,4,37,1,1,3,3,1,1,0,0,0,0,0
0,2,6,5,1,4,6,37,1,1,3,3,1,1,0,0,0,0,0
2,5,3,2,1,4,3,37,1,1,3,3,1,1,0,0,0,0,0
2,5,5,4,1,4,5,37,1,1,3,3,1,1,0,0,0,0,0
2,5,3,4,1,4,3,37,1,1,3,3,1,1,0,0,0,0,0
2,4,4,3,1,4,4,37,1,1,3,3,1,1,0,0,0,0,0
2,4,4,2,1,4,4,37,1,1,3,3,1,1,0,0,0,0,0
2,5,2,2,1,4,2,37,1,1,3,3,1,1,0,0,0,0,0
2,3,5,6,1,4,5,37,1,1,3,3,1,1,0,0,0,0,0
1,1,1,1,1,2,6,31,1,0,2,2,0,1,0,0,0,0,0
1,5,1,5,1,2,6,31,1,0,2,2,1,1,0,0,0,0,0
1,1,1,6,1,2,6,31,1,0,2,2,1,1,0,0,0,0,0
1,1,3,1,1,2,4,31,1,0,2,2,0,1,0,0,0,0,0
1,4,6,5,2,2,1,31,1,0,2,2,1,1,0,0,0,0,0
1,1,1,5,1,2,6,31,1,0,2,2,0,1,0,0,0,0,0
1,1,5,5,1,2,2,31,1,0,2,2,0,1,0,0,0,0,0
1,5,3,4,1,2,4,31,1,0,2,2,1,1,0,0,0,0,0
0,5,1,2,1,2,6,31,1,0,2,2,0,1,0,0,0,0,0
0,5,3,5,1,2,4,31,1,0,2,2,1,1,0,0,0,0,0
0,5,3,4,1,2,4,31,1,0,2,2,1,1,0,0,0,0,0
0,4,3,4,1,2,4,31,1,0,2,2,1,1,0,0,0,0,0
2,5,6,3,1,2,1,31,1,0,2,2,0,1,0,0,0,0,0
2,3,6,4,1,2,1,31,1,0,2,2,0,1,0,0,0,0,0
2,5,6,1,4,2,1,31,1,0,2,2,0,1,0,0,0,0,0
2,4,6,4,1,2,1,31,1,0,2,2,0,1,0,0,0,0,0
2,4,6,5,1,2,1,31,1,0,2,2,1,1,0,0,0,0,0
2,4,1,4,1,2,6,31,1,0,2,2,1,1,0,0,0,0,0
1,2,4,6,1,5,4,38,0,0,5,5,1,1,0,0,0,0,0
1,1,4,6,1,5,4,38,0,0,5,5,0,1,0,0,0,0,0
1,4,4,1,1,5,4,38,0,0,5,5,0,1,0,0,0,0,0
1,1,1,6,1,5,1,38,0,0,5,5,1,1,0,0,0,0,0
0,6,2,6,6,5,2,38,0,0,5,5,1,1,0,0,0,0,0
0,3,5,2,1,5,5,38,0,0,5,5,0,1,0,0,0,0,0
0,3,2,1,1,5,2,38,0,0,5,5,0,1,0,0,0,0,0
0,6,6,5,6,5,6,38,0,0,5,5,1,1,0,0,0,0,0
0,4,1,4,1,5,1,38,0,0,5,5,1,1,0,0,0,0,0
0,2,3,5,1,5,3,38,0,0,5,5,0,1,0,0,0,0,0
0,2,2,1,1,5,2,38,0,0,5,5,0,1,0,0,0,0,0
0,1,2,1,1,5,2,38,0,0,5,5,0,1,0,0,0,0,0
2,1,1,1,1,5,1,38,0,0,5,5,0,1,0,0,0,0,0
2,2,6,1,1,5,6,38,0,0,5,5,0,1,0,0,0,0,0
2,1,4,1,1,5,4,38,0,0,5,5,0,1,0,0,0,0,0
2,4,6,4,1,5,6,38,0,0,5,5,1,1,0,0,0,0,0
2,6,6,6,1,5,6,38,0,0,5,5,1,1,0,0,0,0,0
2,4,1,2,1,5,1,38,0,0,5,5,0,1,0,0,0,0,0
1,1,6,6,3,2,1,25,1,0,2,1,0,1,0,0,0,0,0
1,4,6,4,3,2,1,25,1,0,2,1,1,1,0,0,0,0,0
1,1,6,6,1,2,1,25,1,0,2,1,0,1,0,0,0,0,0
1,1,5,3,3,2,2,25,1,0,2,1,1,1,0,0,0,0,0
1,3,6,4,4,2,1,25,1,0,2,1,1,1,0,0,0,0,0
1,4,4,6,2,2,3,25,1,0,2,1,1,1,0,0,0,0,0
1,5,4,3,5,2,3,25,1,0,2,1,1,1,0,0,0,0,0
0,2,6,3,1,2,1,25,1,0,2,1,1,1,0,0,0,0,0
0,2,5,5,1,2,2,25,1,0,2,1,1,1,0,0,0,0,0
0,2,1,6,4,2,6,25,1,0,2,1,1,1,0,0,0,0,0
0,4,2,5,1,2,5,25,1,0,2,1,1,1,0,0,0,0,0
0,1,6,6,4,2,1,25,1,0,2,1,1,1,0,0,0,0,0
2,5,3,5,3,2,4,25,1,0,2,1,1,1,0,0,0,0,0
2,1,1,3,2,2,6,25,1,0,2,1,1,1,0,0,0,0,0
2,6,6,6,5,2,1,25,1,0,2,1,1,1,0,0,0,0,0
2,1,3,4,5,2,4,25,1,0,2,1,1,1,0,0,0,0,0
2,3,5,1,2,2,2,25,1,0,2,1,1,1,0,0,0,0,0
2,5,2,2,4,2,5,25,1,0,2,1,1,1,0,0,0,0,0
1,1,5,6,1,1,2,67,1,0,1,1,0,1,0,0,0,0,0
1,1,6,6,1,1,1,67,1,0,1,1,0,1,0,0,0,0,0
1,4,6,3,1,1,1,67,1,0,1,1,1,1,0,0,0,0,0
1,4,6,5,1,1,1,67,1,0,1,1,0,1,0,0,0,0,0
1,1,6,4,1,1,1,67,1,0,1,1,0,1,0,0,0,0,0
1,1,6,6,1,1,1,67,1,0,1,1,0,1,0,0,0,0,0
1,1,1,5,1,1,6,67,1,0,1,1,0,1,0,0,0,0,0
0,4,6,4,1,1,1,67,1,0,1,1,0,1,0,0,0,0,0
0,3,6,6,1,1,1,67,1,0,1,1,0,1,0,0,0,0,0
0,4,3,3,1,1,4,67,1,0,1,1,0,1,0,0,0,0,0
0,5,1,6,1,1,6,67,1,0,1,1,1,1,0,0,0,0,0
0,6,1,5,3,1,6,67,1,0,1,1,0,1,0,0,0,0,0
0,3,1,6,1,1,6,67,1,0,1,1,0,1,0,0,0,0,0
2,1,6,5,1,1,1,67,1,0,1,1,0,1,0,0,0,0,0
2,1,1,5,1,1,6,67,1,0,1,1,0,1,0,0,0,0,0
2,1,6,5,1,1,1,67,1,0,1,1,0,1,0,0,0,0,0
2,6,1,4,1,1,6,67,1,0,1,1,1,1,0,0,0,0,0
2,1,6,5,1,1,1,67,1,0,1,1,0,1,0,0,0,0,0
1,1,1,5,1,6,1,33,1,0,5,5,0,1,0,0,0,0,0
1,2,5,5,1,6,5,33,1,0,5,5,1,1,0,0,0,0,0
1,2,1,5,1,6,1,33,1,0,5,5,0,1,0,0,0,0,0
1,3,2,1,1,6,2,33,1,0,5,5,1,1,0,0,0,0,0
1,4,3,1,1,6,3,33,1,0,5,5,1,1,0,0,0,0,0
0,2,3,6,1,6,3,33,1,0,5,5,0,1,0,0,0,0,0
0,5,5,2,1,6,5,33,1,0,5,5,0,1,0,0,0,0,0
0,2,5,4,2,6,5,33,1,0,5,5,0,1,0,0,0,0,0
0,6,3,4,6,6,3,33,1,0,5,5,1,1,0,0,0,0,0
0,5,5,4,1,6,5,33,1,0,5,5,1,1,0,0,0,0,0
0,2,3,2,1,6,3,33,1,0,5,5,0,1,0,0,0,0,0
0,4,4,3,2,6,4,33,1,0,5,5,1,1,0,0,0,0,0
0,5,6,6,4,6,6,33,1,0,5,5,1,1,0,0,0,0,0
0,3,1,2,1,6,1,33,1,0,5,5,0,1,0,0,0,0,0
0,6,6,6,5,6,6,33,1,0,5,5,1,1,0,0,0,0,0
0,6,3,5,4,6,3,33,1,0,5,5,1,1,0,0,0,0,0
2,2,5,2,1,6,5,33,1,0,5,5,1,1,0,0,0,0,0
2,1,2,4,1,6,2,33,1,0,5,5,0,1,0,0,0,0,0
1,3,5,3,2,1,2,27,0,0,1,1,0,1,0,0,0,0,0
1,1,6,1,1,1,1,27,0,0,1,1,0,1,0,0,0,0,0
1,2,6,3,1,1,1,27,0,0,1,1,0,1,0,0,0,0,0
1,1,2,1,1,1,5,27,0,0,1,1,0,1,0,0,0,0,0
0,2,3,4,1,1,4,27,0,0,1,1,0,1,0,0,0,0,0
