news_type,fav,true,sensational,informative,surprising,important,familiar,concordant,demrep_c,Party,social_conserv,economic_conserv,Age,Gender,Education,income,Ethnicity,Y
1,6,1,6,1,6,5,3,1,1,1,1,2,78,2,6,7,1,1
1,6,1,5,2,6,4,4,1,1,1,1,2,78,2,6,7,1,1
1,2,1,5,1,5,4,1,5,1,1,1,2,78,2,6,7,1,1
0,6,2,4,2,5,4,2,1,1,1,1,2,78,2,6,7,1,0
0,4,1,5,1,5,4,1,3,1,1,1,2,78,2,6,7,1,0
0,4,5,1,4,3,2,1,3,1,1,1,2,78,2,6,7,1,1
0,3,2,5,3,5,4,1,4,1,1,1,2,78,2,6,7,1,1
0,3,5,1,4,1,4,4,4,1,1,1,2,78,2,6,7,1,1
0,4,2,3,2,2,3,1,3,1,1,1,2,78,2,6,7,1,1
1,3,1,6,1,6,1,1,4,3,3,3,3,21,2,1,1,1,0
1,3,1,6,4,6,1,1,4,3,3,3,3,21,2,1,1,1,1
1,3,1,6,1,6,1,1,4,3,3,3,3,21,2,1,1,1,0
1,5,6,4,6,3,4,1,2,3,3,3,3,21,2,1,1,1,1
1,5,6,1,6,6,6,1,2,3,3,3,3,21,2,1,1,1,0
1,6,6,6,6,1,4,1,1,3,3,3,3,21,2,1,1,1,0
1,1,1,6,6,6,1,1,6,3,3,3,3,21,2,1,1,1,0
0,1,2,3,3,2,3,1,6,3,3,3,3,21,2,1,1,1,1
0,3,5,4,6,1,1,1,4,3,3,3,3,21,2,1,1,1,1
0,4,3,3,3,3,3,1,3,3,3,3,3,21,2,1,1,1,0
1,1,1,6,2,6,2,1,6,3,3,3,3,40,2,5,6,1,0
1,6,1,6,2,6,1,1,1,3,3,3,3,40,2,5,6,1,0
1,4,2,6,3,4,3,1,3,3,3,3,3,40,2,5,6,1,0
1,4,1,6,1,5,2,1,3,3,3,3,3,40,2,5,6,1,0
1,6,1,6,1,2,3,2,1,3,3,3,3,40,2,5,6,1,0
0,4,4,2,3,2,3,1,3,3,3,3,3,40,2,5,6,1,0
0,5,4,3,2,1,3,4,2,3,3,3,3,40,2,5,6,1,0
0,5,3,4,2,3,4,1,2,3,3,3,3,40,2,5,6,1,0
0,6,5,1,2,2,2,2,1,3,3,3,3,40,2,5,6,1,0
0,3,4,1,2,1,2,3,4,3,3,3,3,40,2,5,6,1,0
1,4,1,6,1,6,1,1,3,2,1,1,2,58,2,3,6,1,0
1,1,6,1,3,2,2,2,6,2,1,1,2,58,2,3,6,1,1
1,5,1,6,1,6,1,1,2,2,1,1,2,58,2,3,6,1,0
1,6,1,6,1,6,1,1,1,2,1,1,2,58,2,3,6,1,0
1,3,2,5,1,1,1,1,4,2,1,1,2,58,2,3,6,1,0
0,4,6,1,2,3,3,1,3,2,1,1,2,58,2,3,6,1,0
0,1,6,1,5,2,5,5,6,2,1,1,2,58,2,3,6,1,0
0,5,6,1,3,4,4,4,2,2,1,1,2,58,2,3,6,1,0
0,4,5,1,1,4,1,1,3,2,1,1,2,58,2,3,6,1,0
0,4,6,1,2,1,1,2,3,2,1,1,2,58,2,3,6,1,0
1,5,5,5,5,3,5,5,5,4,3,3,3,21,1,8,10,1,1
1,6,6,3,2,3,2,6,6,4,3,3,3,21,1,8,10,1,1
1,4,2,3,4,2,5,1,4,4,3,3,3,21,1,8,10,1,1
1,5,2,3,4,1,5,2,5,4,3,3,3,21,1,8,10,1,1
1,3,2,3,1,2,2,2,3,4,3,3,3,21,1,8,10,1,1
1,6,1,3,2,1,2,4,6,4,3,3,3,21,1,8,10,1,1
0,4,4,6,5,6,3,2,4,4,3,3,3,21,1,8,10,1,1
0,5,5,3,2,2,3,1,5,4,3,3,3,21,1,8,10,1,1
0,6,5,3,5,3,1,1,6,4,3,3,3,21,1,8,10,1,1
0,1,3,3,3,5,3,3,1,4,3,3,3,21,1,8,10,1,1
1,6,1,6,1,6,6,1,6,4,4,3,3,64,2,2,3,1,0
1,6,1,6,1,6,6,1,6,4,4,3,3,64,2,2,3,1,0
1,1,1,1,1,1,1,1,1,4,4,3,3,64,2,2,3,1,0
1,6,6,1,2,1,6,1,6,4,4,3,3,64,2,2,3,1,0
1,5,2,6,1,6,6,1,5,4,4,3,3,64,2,2,3,1,0
1,4,5,2,3,2,6,1,4,4,4,3,3,64,2,2,3,1,0
0,5,6,5,4,2,4,1,5,4,4,3,3,64,2,2,3,1,0
0,3,5,3,3,2,3,1,3,4,4,3,3,64,2,2,3,1,0
0,1,2,6,3,6,5,1,1,4,4,3,3,64,2,2,3,1,0
0,3,6,3,6,3,5,1,3,4,4,3,3,64,2,2,3,1,0
1,2,2,3,3,3,4,3,5,1,4,3,3,41,2,2,3,2,1
1,2,3,3,2,6,4,4,5,1,4,3,3,41,2,2,3,2,1
1,2,1,1,1,1,1,1,5,1,4,3,3,41,2,2,3,2,0
1,2,2,2,2,2,1,2,5,1,4,3,3,41,2,2,3,2,1
0,2,3,4,3,2,2,4,5,1,4,3,3,41,2,2,3,2,1
0,2,4,1,2,1,1,1,5,1,4,3,3,41,2,2,3,2,0
0,2,3,4,4,2,1,3,5,1,4,3,3,41,2,2,3,2,1
0,2,4,2,2,1,2,1,5,1,4,3,3,41,2,2,3,2,1
0,2,4,4,3,3,3,4,5,1,4,3,3,41,2,2,3,2,1
0,2,4,5,3,2,3,5,5,1,4,3,3,41,2,2,3,2,1
1,1,1,6,1,5,1,1,6,1,1,2,2,28,2,5,4,1,0
1,3,1,1,1,1,1,1,4,1,1,2,2,28,2,5,4,1,1
1,3,4,1,3,6,5,1,4,1,1,2,2,28,2,5,4,1,1
1,3,1,1,1,5,1,1,4,1,1,2,2,28,2,5,4,1,0
1,2,3,2,2,4,2,1,5,1,1,2,2,28,2,5,4,1,0
0,1,4,4,1,1,4,1,6,1,1,2,2,28,2,5,4,1,0
0,1,4,2,3,3,4,1,6,1,1,2,2,28,2,5,4,1,0
0,3,1,5,1,1,1,1,4,1,1,2,2,28,2,5,4,1,0
0,1,4,1,3,2,6,1,6,1,1,2,2,28,2,5,4,1,1
0,1,1,1,1,1,1,1,6,1,1,2,2,28,2,5,4,1,0
1,4,3,5,4,3,5,5,3,1,1,1,1,27,1,2,4,2,1
1,5,3,6,3,3,5,5,2,1,1,1,1,27,1,2,4,2,1
1,5,5,5,4,6,4,5,2,1,1,1,1,27,1,2,4,2,1
1,5,3,5,5,4,6,6,2,1,1,1,1,27,1,2,4,2,1
1,5,2,5,4,3,5,5,2,1,1,1,1,27,1,2,4,2,1
0,5,2,5,4,3,5,5,2,1,1,1,1,27,1,2,4,2,1
0,4,5,2,4,2,4,5,3,1,1,1,1,27,1,2,4,2,1
0,6,3,6,5,4,5,6,1,1,1,1,1,27,1,2,4,2,1
0,2,5,6,4,5,6,6,5,1,1,1,1,27,1,2,4,2,1
0,6,4,5,6,5,5,5,1,1,1,1,1,27,1,2,4,2,1
1,6,2,6,1,5,2,1,6,4,3,3,3,59,1,6,12,1,0
1,6,1,6,1,6,2,1,6,4,3,3,3,59,1,6,12,1,0
1,5,1,6,1,5,1,1,5,4,3,3,3,59,1,6,12,1,0
1,3,1,6,1,5,1,1,3,4,3,3,3,59,1,6,12,1,0
0,2,4,2,3,3,3,1,2,4,3,3,3,59,1,6,12,1,0
0,2,5,1,3,1,3,1,2,4,3,3,3,59,1,6,12,1,0
0,5,1,5,1,1,1,1,5,4,3,3,3,59,1,6,12,1,0
0,3,2,6,1,1,1,1,3,4,3,3,3,59,1,6,12,1,0
0,5,4,3,3,1,1,1,5,4,3,3,3,59,1,6,12,1,0
0,5,4,2,3,1,1,1,5,4,3,3,3,59,1,6,12,1,0
1,3,1,6,1,1,1,1,3,6,2,5,5,79,2,2,2,1,0
1,3,1,1,1,1,1,1,3,6,2,5,5,79,2,2,2,1,0
1,1,1,5,1,1,1,1,1,6,2,5,5,79,2,2,2,1,0
1,3,1,6,1,1,1,1,3,6,2,5,5,79,2,2,2,1,0
0,5,4,1,3,1,1,1,5,6,2,5,5,79,2,2,2,1,0
0,3,4,1,3,1,2,2,3,6,2,5,5,79,2,2,2,1,0
0,3,4,1,3,1,1,2,3,6,2,5,5,79,2,2,2,1,0
0,4,4,1,3,3,4,1,4,6,2,5,5,79,2,2,2,1,0
0,1,1,3,2,1,1,1,1,6,2,5,5,79,2,2,2,1,0
0,3,1,1,1,1,1,1,3,6,2,5,5,79,2,2,2,1,0
1,6,6,6,6,6,6,6,6,6,2,3,3,25,2,2,3,1,1
1,3,3,3,3,3,4,3,3,6,2,3,3,25,2,2,3,1,1
1,6,6,6,6,6,6,6,6,6,2,3,3,25,2,2,3,1,1
1,3,4,4,4,4,4,4,3,6,2,3,3,25,2,2,3,1,1
0,6,6,6,6,6,6,6,6,6,2,3,3,25,2,2,3,1,1
0,3,3,3,3,3,3,3,3,6,2,3,3,25,2,2,3,1,1
0,3,3,4,4,4,4,4,3,6,2,3,3,25,2,2,3,1,1
0,6,6,6,6,6,6,6,6,6,2,3,3,25,2,2,3,1,1
0,6,6,6,6,6,6,6,6,6,2,3,3,25,2,2,3,1,1
0,6,6,6,6,6,6,6,6,6,2,3,3,25,2,2,3,1,1
1,3,4,5,4,6,4,6,4,1,1,3,2,43,1,8,2,1,1
0,1,4,4,4,6,4,4,6,1,1,3,2,43,1,8,2,1,0
0,2,6,3,1,5,6,2,5,1,1,3,2,43,1,8,2,1,1
0,3,4,3,1,6,6,4,4,1,1,3,2,43,1,8,2,1,1
0,2,2,4,2,6,4,6,5,1,1,3,2,43,1,8,2,1,0
0,4,2,2,3,6,5,5,3,1,1,3,2,43,1,8,2,1,1
0,6,5,4,2,2,6,4,1,1,1,3,2,43,1,8,2,1,1
0,4,4,5,3,5,4,3,3,1,1,3,2,43,1,8,2,1,1
0,3,3,2,6,5,5,4,4,1,1,3,2,43,1,8,2,1,1
0,5,3,3,6,3,3,6,2,1,1,3,2,43,1,8,2,1,1
1,3,3,2,2,3,2,2,4,2,1,2,2,64,1,2,2,4,1
1,6,1,6,1,6,1,1,1,2,1,2,2,64,1,2,2,4,0
1,1,3,4,5,6,6,1,6,2,1,2,2,64,1,2,2,4,0
1,5,5,2,3,4,2,2,2,2,1,2,2,64,1,2,2,4,0
0,1,1,6,1,6,6,1,6,2,1,2,2,64,1,2,2,4,0
0,1,1,1,1,1,4,1,6,2,1,2,2,64,1,2,2,4,0
0,3,1,6,1,6,1,1,4,2,1,2,2,64,1,2,2,4,0
0,1,5,1,6,4,6,2,6,2,1,2,2,64,1,2,2,4,1
0,1,4,1,4,3,6,2,6,2,1,2,2,64,1,2,2,4,1
0,6,1,6,1,6,1,1,1,2,1,2,2,64,1,2,2,4,0
1,5,2,4,2,3,3,2,2,1,1,2,3,74,2,3,6,1,0
1,5,2,4,2,3,3,1,2,1,1,2,3,74,2,3,6,1,0
1,4,1,4,2,5,1,1,3,1,1,2,3,74,2,3,6,1,0
1,5,4,1,2,2,2,1,2,1,1,2,3,74,2,3,6,1,0
1,4,3,1,1,4,1,1,3,1,1,2,3,74,2,3,6,1,1
0,2,3,1,3,2,3,1,5,1,1,2,3,74,2,3,6,1,1
0,1,5,1,2,3,3,1,6,1,1,2,3,74,2,3,6,1,1
0,2,4,1,3,2,4,1,5,1,1,2,3,74,2,3,6,1,1
0,2,4,1,2,2,2,1,5,1,1,2,3,74,2,3,6,1,1
0,5,5,1,3,2,3,2,2,1,1,2,3,74,2,3,6,1,1
1,6,2,5,5,5,5,1,1,2,1,2,2,60,2,4,4,1,0
1,4,1,5,5,6,6,1,3,2,1,2,2,60,2,4,4,1,1
1,1,2,3,6,6,6,1,6,2,1,2,2,60,2,4,4,1,0
1,1,2,4,5,6,6,1,6,2,1,2,2,60,2,4,4,1,0
1,4,2,3,3,3,3,1,3,2,1,2,2,60,2,4,4,1,0
0,4,5,4,3,1,3,1,3,2,1,2,2,60,2,4,4,1,0
0,4,2,5,4,4,4,1,3,2,1,2,2,60,2,4,4,1,0
0,1,6,1,5,1,6,2,6,2,1,2,2,60,2,4,4,1,1
0,4,5,3,5,6,6,1,3,2,1,2,2,60,2,4,4,1,1
0,3,3,4,4,3,3,1,4,2,1,2,2,60,2,4,4,1,0
1,2,2,3,2,3,2,2,5,3,1,3,3,35,2,5,6,4,1
1,2,2,2,2,2,2,2,5,3,1,3,3,35,2,5,6,4,1
1,2,2,2,2,2,2,2,5,3,1,3,3,35,2,5,6,4,1
0,3,2,2,2,2,2,2,4,3,1,3,3,35,2,5,6,4,1
0,2,3,2,2,3,2,2,5,3,1,3,3,35,2,5,6,4,1
0,3,3,2,2,2,3,2,4,3,1,3,3,35,2,5,6,4,1
0,2,2,2,2,2,2,2,5,3,1,3,3,35,2,5,6,4,1
0,2,2,3,2,3,3,2,5,3,1,3,3,35,2,5,6,4,1
0,2,2,2,3,3,2,3,5,3,1,3,3,35,2,5,6,4,1
0,2,2,2,2,2,2,2,5,3,1,3,3,35,2,5,6,4,1
1,5,4,4,4,4,3,5,5,5,2,4,3,47,2,3,4,1,1
1,4,3,4,4,4,5,5,4,5,2,4,3,47,2,3,4,1,1
1,5,5,5,4,4,5,5,5,5,2,4,3,47,2,3,4,1,1
1,4,3,4,5,4,4,4,4,5,2,4,3,47,2,3,4,1,1
1,4,5,5,4,3,5,5,4,5,2,4,3,47,2,3,4,1,1
0,3,6,3,4,4,1,2,3,5,2,4,3,47,2,3,4,1,1
0,3,6,4,5,4,5,5,3,5,2,4,3,47,2,3,4,1,1
0,5,4,3,4,3,4,5,5,5,2,4,3,47,2,3,4,1,1
0,2,4,3,3,2,4,3,2,5,2,4,3,47,2,3,4,1,1
0,4,2,5,3,4,4,4,4,5,2,4,3,47,2,3,4,1,1
1,4,2,4,3,3,2,1,4,6,2,5,5,58,1,5,10,1,0
1,2,5,2,5,5,6,1,2,6,2,5,5,58,1,5,10,1,1
1,4,2,3,3,5,2,1,4,6,2,5,5,58,1,5,10,1,1
1,5,6,1,4,2,5,4,5,6,2,5,5,58,1,5,10,1,1
1,3,4,2,3,3,3,1,3,6,2,5,5,58,1,5,10,1,1
1,1,2,3,1,3,1,1,1,6,2,5,5,58,1,5,10,1,0
1,4,4,1,1,1,2,1,4,6,2,5,5,58,1,5,10,1,0
0,2,5,1,4,1,2,1,2,6,2,5,5,58,1,5,10,1,0
0,4,4,3,2,1,2,1,4,6,2,5,5,58,1,5,10,1,0
0,2,1,5,1,1,1,1,2,6,2,5,5,58,1,5,10,1,0
1,4,4,1,4,1,3,2,4,5,2,5,5,60,2,4,5,1,1
1,3,1,5,1,1,1,1,3,5,2,5,5,60,2,4,5,1,0
1,3,3,4,2,2,1,1,3,5,2,5,5,60,2,4,5,1,0
1,3,2,5,1,5,1,1,3,5,2,5,5,60,2,4,5,1,0
0,6,3,4,1,1,1,1,6,5,2,5,5,60,2,4,5,1,0
0,6,4,2,2,1,1,1,6,5,2,5,5,60,2,4,5,1,0
0,3,2,4,1,2,1,1,3,5,2,5,5,60,2,4,5,1,0
0,3,4,2,2,2,1,1,3,5,2,5,5,60,2,4,5,1,0
0,4,3,3,2,3,2,1,4,5,2,5,5,60,2,4,5,1,0
0,6,5,1,6,3,6,1,6,5,2,5,5,60,2,4,5,1,1
1,2,6,1,4,1,4,1,5,3,3,3,3,71,1,4,4,1,0
1,5,5,2,4,3,4,1,2,3,3,3,3,71,1,4,4,1,0
1,4,1,4,1,6,1,1,3,3,3,3,3,71,1,4,4,1,0
1,3,1,6,1,6,1,1,4,3,3,3,3,71,1,4,4,1,0
0,2,4,4,3,4,4,1,5,3,3,3,3,71,1,4,4,1,0
0,2,6,1,4,2,3,6,5,3,3,3,3,71,1,4,4,1,0
0,1,4,1,4,2,4,1,6,3,3,3,3,71,1,4,4,1,0
0,2,5,2,4,4,5,2,5,3,3,3,3,71,1,4,4,1,0
0,1,6,3,2,1,1,2,6,3,3,3,3,71,1,4,4,1,0
0,2,6,1,2,4,2,6,5,3,3,3,3,71,1,4,4,1,0
1,1,6,5,6,6,5,2,6,1,1,1,1,24,2,6,6,2,1
1,2,6,5,5,6,6,6,5,1,1,1,1,24,2,6,6,2,1
1,1,6,5,6,6,6,6,6,1,1,1,1,24,2,6,6,2,1
1,2,4,6,5,5,6,6,5,1,1,1,1,24,2,6,6,2,1
1,1,6,6,6,5,4,6,6,1,1,1,1,24,2,6,6,2,1
1,1,5,6,6,5,6,6,6,1,1,1,1,24,2,6,6,2,1
0,1,6,6,6,6,4,6,6,1,1,1,1,24,2,6,6,2,1
0,1,5,5,6,6,5,6,6,1,1,1,1,24,2,6,6,2,1
0,1,6,5,6,6,6,6,6,1,1,1,1,24,2,6,6,2,1
0,2,3,3,2,5,6,6,5,1,1,1,1,24,2,6,6,2,1
1,1,1,1,1,1,1,1,1,5,2,3,3,68,2,2,10,1,0
1,6,2,5,1,1,3,1,6,5,2,3,3,68,2,2,10,1,0
1,2,1,6,1,4,1,1,2,5,2,3,3,68,2,2,10,1,0
1,4,2,3,5,3,2,1,4,5,2,3,3,68,2,2,10,1,0
0,1,4,2,2,4,3,1,1,5,2,3,3,68,2,2,10,1,0
0,1,3,5,3,1,1,1,1,5,2,3,3,68,2,2,10,1,0
0,2,3,3,4,5,4,1,2,5,2,3,3,68,2,2,10,1,0
0,5,1,4,1,3,1,1,5,5,2,3,3,68,2,2,10,1,0
0,2,4,2,5,1,1,1,2,5,2,3,3,68,2,2,10,1,0
0,3,3,3,4,1,1,1,3,5,2,3,3,68,2,2,10,1,0
1,6,1,6,1,6,6,1,1,3,3,3,3,56,1,6,5,1,0
1,6,2,5,4,4,5,1,1,3,3,3,3,56,1,6,5,1,0
1,6,5,5,3,3,4,1,1,3,3,3,3,56,1,6,5,1,0
1,6,6,6,2,5,1,1,1,3,3,3,3,56,1,6,5,1,0
1,1,1,6,1,5,4,1,6,3,3,3,3,56,1,6,5,1,0
1,6,1,6,4,6,5,1,1,3,3,3,3,56,1,6,5,1,0
1,6,1,6,2,5,3,1,1,3,3,3,3,56,1,6,5,1,0
0,4,5,2,4,2,3,1,3,3,3,3,3,56,1,6,5,1,0
0,2,4,4,2,3,1,1,5,3,3,3,3,56,1,6,5,1,0
0,1,6,1,5,1,5,1,6,3,3,3,3,56,1,6,5,1,0
1,2,4,3,4,3,2,2,5,2,1,2,1,38,2,5,10,1,1
1,3,4,3,3,3,3,3,4,2,1,2,1,38,2,5,10,1,1
1,2,4,1,5,2,2,1,5,2,1,2,1,38,2,5,10,1,1
1,3,1,5,1,1,2,1,4,2,1,2,1,38,2,5,10,1,0
1,3,1,5,1,3,1,4,4,2,1,2,1,38,2,5,10,1,0
1,3,2,3,1,2,2,2,4,2,1,2,1,38,2,5,10,1,1
0,2,3,2,2,3,2,2,5,2,1,2,1,38,2,5,10,1,1
0,4,4,1,3,3,4,3,3,2,1,2,1,38,2,5,10,1,1
0,3,4,1,5,3,3,1,4,2,1,2,1,38,2,5,10,1,1
0,2,5,3,3,3,3,2,5,2,1,2,1,38,2,5,10,1,1
1,4,2,3,1,5,1,1,3,3,3,3,4,69,1,3,8,4,0
1,4,1,5,1,3,1,1,3,3,3,3,4,69,1,3,8,4,0
1,4,2,5,2,4,2,1,3,3,3,3,4,69,1,3,8,4,0
0,3,5,2,2,1,2,1,4,3,3,3,4,69,1,3,8,4,0
0,3,6,1,1,1,2,4,4,3,3,3,4,69,1,3,8,4,0
0,3,5,2,1,1,2,1,4,3,3,3,4,69,1,3,8,4,0
0,3,5,2,2,1,1,2,4,3,3,3,4,69,1,3,8,4,0
0,3,5,2,2,1,3,1,4,3,3,3,4,69,1,3,8,4,0
0,2,5,1,1,1,1,2,5,3,3,3,4,69,1,3,8,4,0
0,3,5,2,2,2,2,1,4,3,3,3,4,69,1,3,8,4,1
1,3,4,3,3,3,3,3,4,3,1,3,3,53,2,2,1,1,1
1,3,4,3,3,3,3,3,4,3,1,3,3,53,2,2,1,1,1
1,3,4,3,3,3,3,3,4,3,1,3,3,53,2,2,1,1,1
1,1,4,3,3,3,3,3,6,3,1,3,3,53,2,2,1,1,1
1,3,4,3,3,3,3,3,4,3,1,3,3,53,2,2,1,1,1
1,3,4,3,3,3,3,4,4,3,1,3,3,53,2,2,1,1,1
1,3,4,3,3,3,3,3,4,3,1,3,3,53,2,2,1,1,1
1,3,4,3,3,3,3,3,4,3,1,3,3,53,2,2,1,1,1
0,3,4,3,3,3,3,3,4,3,1,3,3,53,2,2,1,1,1
0,3,4,4,3,3,3,3,4,3,1,3,3,53,2,2,1,1,1
1,4,3,4,3,3,4,4,3,3,1,2,2,34,2,4,5,1,1
1,3,4,4,3,3,4,4,4,3,1,2,2,34,2,4,5,1,1
1,3,4,3,2,3,3,3,4,3,1,2,2,34,2,4,5,1,1
0,1,6,4,6,6,6,6,6,3,1,2,2,34,2,4,5,1,1
0,3,3,4,5,5,4,1,4,3,1,2,2,34,2,4,5,1,1
0,2,4,4,4,4,4,5,5,3,1,2,2,34,2,4,5,1,1
0,4,4,4,4,4,4,4,3,3,1,2,2,34,2,4,5,1,1
0,4,3,4,2,2,2,2,3,3,1,2,2,34,2,4,5,1,1
0,3,5,6,6,5,5,6,4,3,1,2,2,34,2,4,5,1,1
0,2,6,5,6,5,4,5,5,3,1,2,2,34,2,4,5,1,1
1,1,1,1,4,6,3,3,1,6,2,4,5,41,2,5,7,1,1
1,3,1,6,1,1,1,1,3,6,2,4,5,41,2,5,7,1,0
1,6,3,2,3,1,4,2,6,6,2,4,5,41,2,5,7,1,1
1,1,6,1,4,6,5,1,1,6,2,4,5,41,2,5,7,1,1
0,4,3,3,3,1,3,2,4,6,2,4,5,41,2,5,7,1,1
0,6,5,4,4,4,3,2,6,6,2,4,5,41,2,5,7,1,1
0,4,2,3,2,1,2,4,4,6,2,4,5,41,2,5,7,1,1
0,4,4,3,3,1,3,3,4,6,2,4,5,41,2,5,7,1,1
0,1,6,1,1,1,1,1,1,6,2,4,5,41,2,5,7,1,0
0,3,4,3,2,1,3,3,3,6,2,4,5,41,2,5,7,1,1
1,3,3,3,5,5,5,3,3,4,2,5,5,30,1,6,4,1,1
1,4,3,5,3,3,3,4,4,4,2,5,5,30,1,6,4,1,1
1,3,5,3,3,5,5,3,3,4,2,5,5,30,1,6,4,1,1
1,4,2,3,3,5,5,3,4,4,2,5,5,30,1,6,4,1,1
1,3,4,2,3,5,3,2,3,4,2,5,5,30,1,6,4,1,1
0,2,2,3,5,5,5,3,2,4,2,5,5,30,1,6,4,1,1
0,3,4,3,3,5,5,3,3,4,2,5,5,30,1,6,4,1,1
0,2,2,5,4,4,3,2,2,4,2,5,5,30,1,6,4,1,1
0,4,2,3,5,5,5,5,4,4,2,5,5,30,1,6,4,1,1
0,2,4,3,4,5,5,3,2,4,2,5,5,30,1,6,4,1,1
1,1,2,4,6,1,1,1,1,5,2,5,5,57,1,2,4,1,1
1,2,1,5,1,1,1,1,2,5,2,5,5,57,1,2,4,1,0
1,6,6,1,6,1,6,6,6,5,2,5,5,57,1,2,4,1,1
1,1,5,3,2,1,3,4,1,5,2,5,5,57,1,2,4,1,0
1,6,6,1,6,1,6,5,6,5,2,5,5,57,1,2,4,1,1
0,5,4,3,4,1,3,1,5,5,2,5,5,57,1,2,4,1,1
0,5,6,1,6,1,6,3,5,5,2,5,5,57,1,2,4,1,0
0,6,6,1,6,1,6,3,6,5,2,5,5,57,1,2,4,1,1
0,2,6,3,6,1,6,1,2,5,2,5,5,57,1,2,4,1,1
0,6,6,1,6,1,6,6,6,5,2,5,5,57,1,2,4,1,1
1,6,1,6,1,1,1,1,6,6,2,5,5,57,1,2,7,1,0
1,3,6,5,4,1,1,1,3,6,2,5,5,57,1,2,7,1,0
1,5,1,6,1,1,1,1,5,6,2,5,5,57,1,2,7,1,0
0,5,1,5,1,1,1,1,5,6,2,5,5,57,1,2,7,1,0
0,4,4,4,3,1,2,3,4,6,2,5,5,57,1,2,7,1,1
0,5,6,3,1,1,1,6,5,6,2,5,5,57,1,2,7,1,0
0,1,1,5,1,1,1,1,1,6,2,5,5,57,1,2,7,1,0
0,4,1,4,1,2,1,1,4,6,2,5,5,57,1,2,7,1,0
0,1,6,6,1,1,1,3,1,6,2,5,5,57,1,2,7,1,0
0,1,5,5,1,1,3,1,1,6,2,5,5,57,1,2,7,1,0
1,6,1,6,6,1,6,1,6,6,2,3,5,40,2,5,3,1,1
1,5,5,1,5,1,6,4,5,6,2,3,5,40,2,5,3,1,0
1,1,6,1,4,1,1,3,1,6,2,3,5,40,2,5,3,1,1
1,6,6,1,6,1,6,5,6,6,2,3,5,40,2,5,3,1,1
1,6,6,1,6,1,6,4,6,6,2,3,5,40,2,5,3,1,1
1,6,6,1,6,1,6,5,6,6,2,3,5,40,2,5,3,1,1
1,4,4,1,4,2,5,3,4,6,2,3,5,40,2,5,3,1,1
1,6,6,1,6,1,6,5,6,6,2,3,5,40,2,5,3,1,1
0,1,3,1,2,1,1,1,1,6,2,3,5,40,2,5,3,1,0
0,1,6,1,5,1,5,3,1,6,2,3,5,40,2,5,3,1,1
1,4,6,6,6,6,6,4,3,1,1,3,3,20,2,4,4,6,1
1,3,6,6,6,6,6,6,4,1,1,3,3,20,2,4,4,6,1
1,4,6,6,5,4,6,4,3,1,1,3,3,20,2,4,4,6,1
0,3,4,4,5,3,4,3,4,1,1,3,3,20,2,4,4,6,1
0,1,4,6,5,4,4,4,6,1,1,3,3,20,2,4,4,6,1
0,4,6,5,5,4,5,6,3,1,1,3,3,20,2,4,4,6,1
0,5,5,6,5,4,5,6,2,1,1,3,3,20,2,4,4,6,1
0,1,6,6,6,6,6,4,6,1,1,3,3,20,2,4,4,6,1
0,1,5,6,5,5,5,4,6,1,1,3,3,20,2,4,4,6,1
0,1,6,6,6,6,6,5,6,1,1,3,3,20,2,4,4,6,1
1,5,3,3,1,1,1,1,2,1,1,4,4,69,2,4,4,1,0
1,5,1,6,1,4,1,1,2,1,1,4,4,69,2,4,4,1,0
1,2,2,6,1,2,1,1,5,1,1,4,4,69,2,4,4,1,0
1,6,1,6,1,6,1,1,1,1,1,4,4,69,2,4,4,1,0
1,1,6,1,4,1,6,1,6,1,1,4,4,69,2,4,4,1,0
0,1,6,1,5,1,5,4,6,1,1,4,4,69,2,4,4,1,0
0,1,6,1,4,1,6,1,6,1,1,4,4,69,2,4,4,1,0
0,4,5,5,1,6,4,1,3,1,1,4,4,69,2,4,4,1,0
0,1,6,1,5,1,6,5,6,1,1,4,4,69,2,4,4,1,0
0,6,1,6,1,6,1,1,1,1,1,4,4,69,2,4,4,1,0
1,6,6,3,5,2,4,3,6,4,3,3,4,80,2,5,12,1,0
1,6,1,6,2,6,4,1,6,4,3,3,4,80,2,5,12,1,0
1,1,1,6,2,6,1,1,1,4,3,3,4,80,2,5,12,1,0
1,3,1,5,1,5,3,1,3,4,3,3,4,80,2,5,12,1,0
0,2,5,4,3,3,5,4,2,4,3,3,4,80,2,5,12,1,0
0,4,6,2,4,2,4,4,4,4,3,3,4,80,2,5,12,1,0
0,4,5,4,4,2,2,1,4,4,3,3,4,80,2,5,12,1,0
0,2,1,5,3,4,3,1,2,4,3,3,4,80,2,5,12,1,0
0,3,5,3,4,3,4,1,3,4,3,3,4,80,2,5,12,1,0
0,4,2,4,1,3,2,1,4,4,3,3,4,80,2,5,12,1,0
1,4,4,4,4,4,4,4,4,5,2,3,3,20,1,3,1,1,1
1,4,4,4,3,3,3,3,4,5,2,3,3,20,1,3,1,1,1
1,4,4,4,4,4,4,4,4,5,2,3,3,20,1,3,1,1,1
0,4,4,4,4,4,4,4,4,5,2,3,3,20,1,3,1,1,1
0,4,4,4,4,4,4,4,4,5,2,3,3,20,1,3,1,1,1
0,4,4,4,4,4,4,4,4,5,2,3,3,20,1,3,1,1,1
0,4,3,3,3,3,3,3,4,5,2,3,3,20,1,3,1,1,1
